ID:20162,ANNEE:2016,DATETIME:20160229,MOIS:FAIBLE,TRIMESTRE:TRES_FAIBLE,INFLATIONMOMLEVEL:FAIBLE,CPIHOUSINGLEVELLAGGED:TRES_FAIBLE,CPITRANSPORTLEVELLAGGED:TRES_FAIBLE,CPILEVELLAGGED:TRES_FAIBLE,EXPORTSLEVELLAGGED:TRES_FAIBLE,FOODINFLATIONLEVELLAGGED:TRES_FAIBLE,FOREIGNRESERVESLEVELLAGGED:TRES_FAIBLE,IMPORTSLEVELLAGGED:TRES_FAIBLE,INDUSTRIALPRODMOMLEVELLAGGED:MODEREE,INTERESTRATELEVELLAGGED:TRES_FAIBLE,MANUFACTURINGPRODLEVELLAGGED:FAIBLE,MINWAGELEVELLAGGED:TRES_FAIBLE,MININGPRODLEVELLAGGED:FAIBLE,MONEYSUPPLYM1LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM2LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM3LEVELLAGGED:TRES_FAIBLE,RENTINFLATIONLEVELLAGGED:TRES_ELEVEE
ID:20163,ANNEE:2016,DATETIME:20160331,MOIS:MODEREE,TRIMESTRE:TRES_FAIBLE,INFLATIONMOMLEVEL:MODEREE,CPIHOUSINGLEVELLAGGED:TRES_FAIBLE,CPITRANSPORTLEVELLAGGED:TRES_FAIBLE,CPILEVELLAGGED:TRES_FAIBLE,EXPORTSLEVELLAGGED:TRES_FAIBLE,FOODINFLATIONLEVELLAGGED:TRES_FAIBLE,FOREIGNRESERVESLEVELLAGGED:TRES_FAIBLE,IMPORTSLEVELLAGGED:TRES_FAIBLE,INDUSTRIALPRODMOMLEVELLAGGED:MODEREE,INTERESTRATELEVELLAGGED:TRES_FAIBLE,MANUFACTURINGPRODLEVELLAGGED:FAIBLE,MINWAGELEVELLAGGED:TRES_FAIBLE,MININGPRODLEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM1LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM2LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM3LEVELLAGGED:TRES_FAIBLE,RENTINFLATIONLEVELLAGGED:TRES_ELEVEE
ID:20164,ANNEE:2016,DATETIME:20160430,MOIS:ELEVEE,TRIMESTRE:FAIBLE,INFLATIONMOMLEVEL:ELEVEE,CPIHOUSINGLEVELLAGGED:TRES_FAIBLE,CPITRANSPORTLEVELLAGGED:TRES_FAIBLE,CPILEVELLAGGED:TRES_FAIBLE,EXPORTSLEVELLAGGED:TRES_FAIBLE,FOODINFLATIONLEVELLAGGED:TRES_FAIBLE,FOREIGNRESERVESLEVELLAGGED:TRES_FAIBLE,IMPORTSLEVELLAGGED:FAIBLE,INDUSTRIALPRODMOMLEVELLAGGED:MODEREE,INTERESTRATELEVELLAGGED:TRES_FAIBLE,MANUFACTURINGPRODLEVELLAGGED:FAIBLE,MINWAGELEVELLAGGED:TRES_FAIBLE,MININGPRODLEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM1LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM2LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM3LEVELLAGGED:TRES_FAIBLE,RENTINFLATIONLEVELLAGGED:TRES_ELEVEE,EMPLOYEDPERSONSLEVELLAGGED:TRES_FAIBLE,EXTERNALDEBTLEVELLAGGED:TRES_FAIBLE,GDPCONSTANTLEVELLAGGED:ELEVEE,GOLDRESERVESLEVELLAGGED:TRES_FAIBLE,TOURISMREVENUELEVELLAGGED:TRES_FAIBLE,UNEMPLOYMENTRATELEVELLAGGED:TRES_FAIBLE
ID:20165,ANNEE:2016,DATETIME:20160531,MOIS:TRES_ELEVEE,TRIMESTRE:FAIBLE,INFLATIONMOMLEVEL:ELEVEE,CPIHOUSINGLEVELLAGGED:TRES_FAIBLE,CPITRANSPORTLEVELLAGGED:TRES_FAIBLE,CPILEVELLAGGED:TRES_FAIBLE,EXPORTSLEVELLAGGED:TRES_FAIBLE,FOODINFLATIONLEVELLAGGED:TRES_FAIBLE,FOREIGNRESERVESLEVELLAGGED:TRES_FAIBLE,IMPORTSLEVELLAGGED:FAIBLE,INDUSTRIALPRODMOMLEVELLAGGED:MODEREE,INTERESTRATELEVELLAGGED:TRES_FAIBLE,MANUFACTURINGPRODLEVELLAGGED:FAIBLE,MINWAGELEVELLAGGED:TRES_FAIBLE,MININGPRODLEVELLAGGED:MODEREE,MONEYSUPPLYM1LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM2LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM3LEVELLAGGED:TRES_FAIBLE,RENTINFLATIONLEVELLAGGED:ELEVEE
ID:20166,ANNEE:2016,DATETIME:20160630,MOIS:6,TRIMESTRE:FAIBLE,INFLATIONMOMLEVEL:ELEVEE,CPIHOUSINGLEVELLAGGED:TRES_FAIBLE,CPITRANSPORTLEVELLAGGED:TRES_FAIBLE,CPILEVELLAGGED:TRES_FAIBLE,EXPORTSLEVELLAGGED:TRES_FAIBLE,FOODINFLATIONLEVELLAGGED:TRES_FAIBLE,FOREIGNRESERVESLEVELLAGGED:TRES_FAIBLE,IMPORTSLEVELLAGGED:TRES_FAIBLE,INDUSTRIALPRODMOMLEVELLAGGED:MODEREE,INTERESTRATELEVELLAGGED:TRES_FAIBLE,MANUFACTURINGPRODLEVELLAGGED:FAIBLE,MINWAGELEVELLAGGED:TRES_FAIBLE,MININGPRODLEVELLAGGED:TRES_ELEVEE,MONEYSUPPLYM1LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM2LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM3LEVELLAGGED:TRES_FAIBLE,RENTINFLATIONLEVELLAGGED:TRES_ELEVEE
ID:20167,ANNEE:2016,DATETIME:20160731,MOIS:7,TRIMESTRE:MODEREE,INFLATIONMOMLEVEL:MODEREE,CPIHOUSINGLEVELLAGGED:TRES_FAIBLE,CPITRANSPORTLEVELLAGGED:TRES_FAIBLE,CPILEVELLAGGED:TRES_FAIBLE,EXPORTSLEVELLAGGED:TRES_FAIBLE,FOODINFLATIONLEVELLAGGED:TRES_FAIBLE,FOREIGNRESERVESLEVELLAGGED:TRES_FAIBLE,IMPORTSLEVELLAGGED:TRES_FAIBLE,INDUSTRIALPRODMOMLEVELLAGGED:MODEREE,INTERESTRATELEVELLAGGED:TRES_FAIBLE,MANUFACTURINGPRODLEVELLAGGED:FAIBLE,MINWAGELEVELLAGGED:TRES_FAIBLE,MININGPRODLEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM1LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM2LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM3LEVELLAGGED:TRES_FAIBLE,RENTINFLATIONLEVELLAGGED:ELEVEE,EMPLOYEDPERSONSLEVELLAGGED:FAIBLE,EXTERNALDEBTLEVELLAGGED:TRES_FAIBLE,GDPCONSTANTLEVELLAGGED:ELEVEE,GOLDRESERVESLEVELLAGGED:TRES_FAIBLE,TOURISMREVENUELEVELLAGGED:TRES_FAIBLE,UNEMPLOYMENTRATELEVELLAGGED:FAIBLE
ID:20168,ANNEE:2016,DATETIME:20160831,MOIS:8,TRIMESTRE:MODEREE,INFLATIONMOMLEVEL:MODEREE,CPIHOUSINGLEVELLAGGED:TRES_FAIBLE,CPITRANSPORTLEVELLAGGED:TRES_FAIBLE,CPILEVELLAGGED:TRES_FAIBLE,EXPORTSLEVELLAGGED:TRES_FAIBLE,FOODINFLATIONLEVELLAGGED:TRES_FAIBLE,FOREIGNRESERVESLEVELLAGGED:TRES_FAIBLE,IMPORTSLEVELLAGGED:TRES_FAIBLE,INDUSTRIALPRODMOMLEVELLAGGED:MODEREE,INTERESTRATELEVELLAGGED:TRES_FAIBLE,MANUFACTURINGPRODLEVELLAGGED:FAIBLE,MINWAGELEVELLAGGED:TRES_FAIBLE,MININGPRODLEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM1LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM2LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM3LEVELLAGGED:TRES_FAIBLE,RENTINFLATIONLEVELLAGGED:ELEVEE
ID:20169,ANNEE:2016,DATETIME:20160930,MOIS:9,TRIMESTRE:MODEREE,INFLATIONMOMLEVEL:ELEVEE,CPIHOUSINGLEVELLAGGED:TRES_FAIBLE,CPITRANSPORTLEVELLAGGED:TRES_FAIBLE,CPILEVELLAGGED:TRES_FAIBLE,EXPORTSLEVELLAGGED:TRES_FAIBLE,FOODINFLATIONLEVELLAGGED:TRES_FAIBLE,FOREIGNRESERVESLEVELLAGGED:TRES_FAIBLE,IMPORTSLEVELLAGGED:TRES_FAIBLE,INDUSTRIALPRODMOMLEVELLAGGED:FAIBLE,INTERESTRATELEVELLAGGED:TRES_FAIBLE,MANUFACTURINGPRODLEVELLAGGED:FAIBLE,MINWAGELEVELLAGGED:TRES_FAIBLE,MININGPRODLEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM1LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM2LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM3LEVELLAGGED:TRES_FAIBLE,RENTINFLATIONLEVELLAGGED:ELEVEE
ID:201610,ANNEE:2016,DATETIME:20161031,MOIS:10,TRIMESTRE:ELEVEE,INFLATIONMOMLEVEL:ELEVEE,CPIHOUSINGLEVELLAGGED:TRES_FAIBLE,CPITRANSPORTLEVELLAGGED:TRES_FAIBLE,CPILEVELLAGGED:TRES_FAIBLE,EXPORTSLEVELLAGGED:TRES_FAIBLE,FOODINFLATIONLEVELLAGGED:TRES_FAIBLE,FOREIGNRESERVESLEVELLAGGED:TRES_FAIBLE,IMPORTSLEVELLAGGED:TRES_FAIBLE,INDUSTRIALPRODMOMLEVELLAGGED:MODEREE,INTERESTRATELEVELLAGGED:TRES_FAIBLE,MANUFACTURINGPRODLEVELLAGGED:FAIBLE,MINWAGELEVELLAGGED:TRES_FAIBLE,MININGPRODLEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM1LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM2LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM3LEVELLAGGED:TRES_FAIBLE,RENTINFLATIONLEVELLAGGED:ELEVEE,EMPLOYEDPERSONSLEVELLAGGED:FAIBLE,EXTERNALDEBTLEVELLAGGED:TRES_FAIBLE,GDPCONSTANTLEVELLAGGED:ELEVEE,GOLDRESERVESLEVELLAGGED:TRES_FAIBLE,TOURISMREVENUELEVELLAGGED:FAIBLE,UNEMPLOYMENTRATELEVELLAGGED:TRES_FAIBLE
ID:201611,ANNEE:2016,DATETIME:20161130,MOIS:11,TRIMESTRE:ELEVEE,INFLATIONMOMLEVEL:MODEREE,CPIHOUSINGLEVELLAGGED:TRES_FAIBLE,CPITRANSPORTLEVELLAGGED:TRES_FAIBLE,CPILEVELLAGGED:TRES_FAIBLE,EXPORTSLEVELLAGGED:TRES_FAIBLE,FOODINFLATIONLEVELLAGGED:TRES_FAIBLE,FOREIGNRESERVESLEVELLAGGED:TRES_FAIBLE,IMPORTSLEVELLAGGED:FAIBLE,INDUSTRIALPRODMOMLEVELLAGGED:MODEREE,INTERESTRATELEVELLAGGED:TRES_FAIBLE,MANUFACTURINGPRODLEVELLAGGED:FAIBLE,MINWAGELEVELLAGGED:TRES_FAIBLE,MININGPRODLEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM1LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM2LEVELLAGGED:TRES_FAIBLE,MONEYSUPPLYM3LEVELLAGGED:TRES_FAIBLE,RENTINFLATIONLEVELLAGGED:ELEVEE
